sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
6842;SDS011;3460;52.028;8.916;2020-08-24T00:00:45;9.47;;;6.10;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:03:18;9.13;;;6.00;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:05:50;9.67;;;6.00;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:08:21;9.37;;;6.50;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:10:54;7.90;;;6.03;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:13:26;9.87;;;5.60;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:16:04;8.30;;;6.13;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:18:40;8.20;;;5.83;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:21:08;6.07;;;5.40;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:23:37;12.43;;;6.97;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:26:08;7.13;;;5.53;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:28:38;7.60;;;5.90;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:31:08;8.87;;;6.47;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:33:42;7.87;;;5.80;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:36:12;9.47;;;6.10;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:38:41;9.20;;;6.80;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:41:11;11.87;;;7.20;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:43:42;13.27;;;6.67;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:46:17;7.93;;;6.57;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:48:50;8.57;;;6.97;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:51:20;7.30;;;6.00;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:53:49;7.33;;;6.37;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:56:18;10.43;;;6.30;;
6842;SDS011;3460;52.028;8.916;2020-08-24T00:59:07;8.83;;;6.73;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:01:40;10.03;;;7.00;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:04:10;10.10;;;7.10;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:06:40;10.87;;;7.80;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:09:10;11.80;;;7.97;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:11:41;8.47;;;7.13;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:14:09;13.67;;;8.73;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:16:44;10.07;;;7.57;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:19:15;10.77;;;8.13;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:21:45;11.60;;;8.20;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:24:13;10.30;;;8.30;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:26:43;9.97;;;7.50;;
6842;SDS011;3460;52.028;8.916;2020-08-24T01:29:13;12.13;;;8.20;;
