sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
6842;SDS011;3460;52.028;8.916;2020-08-20T00:01:37;4.47;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:04:09;3.87;;;1.23;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:06:41;2.20;;;1.23;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:09:12;2.83;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:11:44;4.10;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:14:13;3.53;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:16:45;1.83;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:19:23;2.20;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:21:57;2.27;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:24:25;1.80;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:26:56;2.63;;;1.47;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:29:26;2.13;;;1.17;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:31:57;2.93;;;1.23;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:34:27;1.97;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:37:01;1.23;;;1.13;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:39:32;2.90;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:42:02;2.23;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:44:36;2.93;;;1.37;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:47:07;3.03;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:49:58;2.90;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:52:28;2.03;;;1.43;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:54:58;2.47;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T00:57:28;2.10;;;1.33;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:00:24;5.73;;;1.63;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:02:57;1.90;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:05:29;1.80;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:07:59;3.10;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:10:27;1.80;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:12:58;1.90;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:15:28;1.23;;;1.13;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:18:06;2.73;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:20:39;1.53;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:23:11;2.80;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:25:43;2.43;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:28:13;1.57;;;1.33;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:30:43;2.07;;;1.37;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:33:13;1.63;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:35:45;1.50;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:38:16;1.73;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:40:46;3.53;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:43:18;2.33;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:45:50;2.97;;;1.63;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:48:20;3.83;;;1.47;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:50:52;1.87;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:53:24;4.53;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:55:55;3.80;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T01:58:24;3.37;;;1.37;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:00:55;1.60;;;1.37;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:03:27;1.30;;;1.13;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:05:57;1.70;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:08:30;3.83;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:11:00;2.07;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:13:29;2.20;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:16:01;4.70;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:18:31;2.00;;;1.23;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:21:07;2.07;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:23:39;2.23;;;1.13;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:26:13;1.97;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:28:46;1.83;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:31:16;2.20;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:33:49;2.43;;;1.33;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:36:23;2.47;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:38:54;2.80;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:41:25;1.63;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:43:57;3.73;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:46:27;2.80;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:48:57;1.83;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:51:27;3.60;;;1.53;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:53:58;2.07;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:56:41;1.90;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T02:59:17;1.40;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:01:45;2.03;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:04:13;3.50;;;1.67;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:06:43;1.80;;;1.47;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:09:14;2.33;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:11:43;1.70;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:14:11;2.10;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:16:45;2.33;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:19:19;1.97;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:21:50;4.60;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:24:20;2.30;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:26:50;5.17;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:29:19;2.87;;;1.43;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:31:48;3.73;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:34:18;1.40;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:36:50;3.97;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:39:23;2.77;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:41:57;3.37;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:44:28;2.90;;;1.70;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:47:00;1.97;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:49:41;2.00;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:52:14;2.87;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:54:46;1.80;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:57:16;1.70;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T03:59:51;2.97;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:02:23;3.30;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:05:04;2.67;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:07:38;2.03;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:10:18;1.83;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:12:55;1.97;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:15:33;2.70;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:18:08;2.87;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:20:45;1.90;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:23:21;2.27;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:25:54;5.30;;;1.67;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:28:26;2.63;;;1.43;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:30:59;4.20;;;1.83;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:33:44;2.93;;;1.47;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:36:17;2.50;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:38:52;1.60;;;1.43;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:41:42;2.33;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:44:13;2.13;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:46:42;2.10;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:49:11;3.70;;;1.80;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:51:43;1.80;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:54:17;1.60;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:56:53;4.93;;;1.67;;
6842;SDS011;3460;52.028;8.916;2020-08-20T04:59:26;2.27;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T05:01:56;5.90;;;1.73;;
6842;SDS011;3460;52.028;8.916;2020-08-20T05:04:29;2.30;;;1.50;;
6842;SDS011;3460;52.028;8.916;2020-08-20T05:07:09;3.57;;;1.60;;
6842;SDS011;3460;52.028;8.916;2020-08-20T05:09:45;1.53;;;1.40;;
