sensor_id;sensor_type;location;lat;lon;timestamp;P1;durP1;ratioP1;P2;durP2;ratioP2
6842;SDS011;3460;52.028;8.916;2020-08-21T00:00:06;3.73;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:02:38;1.30;;;1.03;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:05:09;3.07;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:07:38;1.53;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:10:08;1.30;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:12:37;1.73;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:15:08;1.40;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:17:40;1.23;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:20:10;1.20;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:22:41;1.50;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:25:14;2.50;;;1.07;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:27:46;1.30;;;1.07;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:30:21;1.67;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:32:51;1.53;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:35:20;3.60;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:37:50;3.20;;;1.40;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:40:21;1.27;;;1.17;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:42:51;3.13;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:45:22;3.10;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:47:55;1.73;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:50:27;2.57;;;1.47;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:52:55;2.10;;;1.02;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:55:24;1.60;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T00:57:55;2.03;;;1.30;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:00:26;2.23;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:02:54;1.30;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:05:23;2.37;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:07:57;1.67;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:10:28;1.93;;;1.17;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:13:12;1.57;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:15:43;1.60;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:18:15;1.43;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:20:45;2.03;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:23:16;2.47;;;1.13;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:25:47;1.70;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:28:17;1.17;;;0.90;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:30:50;1.08;;;0.98;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:33:22;1.17;;;1.05;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:35:52;1.33;;;1.23;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:38:24;2.30;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:40:54;2.10;;;1.17;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:43:25;7.33;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:45:57;1.70;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:48:29;1.80;;;1.20;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:51:00;3.07;;;0.80;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:53:31;1.10;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:56:01;1.27;;;0.93;;
6842;SDS011;3460;52.028;8.916;2020-08-21T01:58:31;2.77;;;1.10;;
6842;SDS011;3460;52.028;8.916;2020-08-21T02:01:02;1.97;;;1.27;;
6842;SDS011;3460;52.028;8.916;2020-08-21T02:03:32;1.60;;;1.00;;
6842;SDS011;3460;52.028;8.916;2020-08-21T02:06:04;1.87;;;1.00;;
